edge,cause,effect,path,intermediaries,path_length,FCI_fisherz_knn_indicator_v2,FCI_fisherz_simple_indicator_v2,FCI_fisherz_simple_v2,FCI_mv_fisherz_raw_v2,PC_fisherz_knn_indicator_v2,PC_fisherz_simple_indicator_v2,PC_fisherz_simple_v2,PC_mv_fisherz_raw_v2,agreement_score
aki_24h_onset_stage_y --> heart_rate_max,aki_24h_onset_stage_y,heart_rate_max,aki_24h_onset_stage_y --> blood_pressure_min_missing --> heart_rate_max,blood_pressure_min_missing,2,0,0,0,0,1,1,0,0,2
aki_24h_onset_stage_y --> heart_rate_max,aki_24h_onset_stage_y,heart_rate_max,aki_24h_onset_stage_y --> blood_pressure_min_missing --> spO2_min --> heart_rate_max,blood_pressure_min_missing --> spO2_min,3,0,0,0,0,1,1,0,0,2
aki_24h_onset_stage_y --> heart_rate_max,aki_24h_onset_stage_y,heart_rate_max,aki_24h_onset_stage_y --> inr_max --> blood_pressure_min --> spO2_min --> heart_rate_max,inr_max --> blood_pressure_min --> spO2_min,4,0,0,0,0,1,1,0,0,2
aki_24h_onset_stage_y --> heart_rate_max,aki_24h_onset_stage_y,heart_rate_max,aki_24h_onset_stage_y --> inr_max --> blood_pressure_min --> vaso_given --> FiO2_max --> spO2_min --> heart_rate_max,inr_max --> blood_pressure_min --> vaso_given --> FiO2_max --> spO2_min,6,0,0,0,0,1,1,0,0,2
aki_24h_onset_stage_y --> heart_rate_max,aki_24h_onset_stage_y,heart_rate_max,aki_24h_onset_stage_y --> inr_max --> blood_pressure_min --> vaso_given --> heart_rate_max,inr_max --> blood_pressure_min --> vaso_given,4,0,0,0,0,1,1,0,0,2
aki_24h_onset_stage_y --> heart_rate_max,aki_24h_onset_stage_y,heart_rate_max,aki_24h_onset_stage_y --> inr_max --> spO2_min --> heart_rate_max,inr_max --> spO2_min,3,0,0,0,0,1,1,0,0,2
aki_24h_onset_stage_y --> heart_rate_max,aki_24h_onset_stage_y,heart_rate_max,aki_24h_onset_stage_y --> bilirubin_max --> inr_max --> blood_pressure_min --> spO2_min --> heart_rate_max,bilirubin_max --> inr_max --> blood_pressure_min --> spO2_min,5,0,0,0,0,0,1,0,0,1
aki_24h_onset_stage_y --> heart_rate_max,aki_24h_onset_stage_y,heart_rate_max,aki_24h_onset_stage_y --> bilirubin_max --> inr_max --> blood_pressure_min --> vaso_given --> FiO2_max --> spO2_min --> heart_rate_max,bilirubin_max --> inr_max --> blood_pressure_min --> vaso_given --> FiO2_max --> spO2_min,7,0,0,0,0,0,1,0,0,1
aki_24h_onset_stage_y --> heart_rate_max,aki_24h_onset_stage_y,heart_rate_max,aki_24h_onset_stage_y --> bilirubin_max --> inr_max --> blood_pressure_min --> vaso_given --> heart_rate_max,bilirubin_max --> inr_max --> blood_pressure_min --> vaso_given,5,0,0,0,0,0,1,0,0,1
aki_24h_onset_stage_y --> heart_rate_max,aki_24h_onset_stage_y,heart_rate_max,aki_24h_onset_stage_y --> bilirubin_max --> inr_max --> spO2_min --> heart_rate_max,bilirubin_max --> inr_max --> spO2_min,4,0,0,0,0,0,1,0,0,1
aki_24h_onset_stage_y --> heart_rate_max,aki_24h_onset_stage_y,heart_rate_max,aki_24h_onset_stage_y --> bilirubin_max --> lactate_max --> heart_rate_max,bilirubin_max --> lactate_max,3,0,0,0,0,1,0,0,0,1
aki_24h_onset_stage_y --> heart_rate_max,aki_24h_onset_stage_y,heart_rate_max,aki_24h_onset_stage_y --> bilirubin_max --> lactate_max --> spO2_min --> heart_rate_max,bilirubin_max --> lactate_max --> spO2_min,4,0,0,0,0,1,0,0,0,1
aki_24h_onset_stage_y --> heart_rate_max,aki_24h_onset_stage_y,heart_rate_max,aki_24h_onset_stage_y --> blood_pressure_min --> vaso_given --> FiO2_max --> lactate_max_missing --> blood_pressure_min_missing --> heart_rate_max,blood_pressure_min --> vaso_given --> FiO2_max --> lactate_max_missing --> blood_pressure_min_missing,6,0,0,0,0,1,0,0,0,1
aki_24h_onset_stage_y --> heart_rate_max,aki_24h_onset_stage_y,heart_rate_max,aki_24h_onset_stage_y --> blood_pressure_min --> vaso_given --> FiO2_max --> lactate_max_missing --> blood_pressure_min_missing --> spO2_min --> heart_rate_max,blood_pressure_min --> vaso_given --> FiO2_max --> lactate_max_missing --> blood_pressure_min_missing --> spO2_min,7,0,0,0,0,1,0,0,0,1
aki_24h_onset_stage_y --> heart_rate_max,aki_24h_onset_stage_y,heart_rate_max,aki_24h_onset_stage_y --> blood_pressure_min --> vaso_given --> lactate_max --> heart_rate_max,blood_pressure_min --> vaso_given --> lactate_max,4,0,0,0,0,1,0,0,0,1
aki_24h_onset_stage_y --> heart_rate_max,aki_24h_onset_stage_y,heart_rate_max,aki_24h_onset_stage_y --> blood_pressure_min --> vaso_given --> lactate_max --> spO2_min --> heart_rate_max,blood_pressure_min --> vaso_given --> lactate_max --> spO2_min,5,0,0,0,0,1,0,0,0,1
aki_24h_onset_stage_y --> heart_rate_max,aki_24h_onset_stage_y,heart_rate_max,aki_24h_onset_stage_y --> blood_pressure_min_missing --> FiO2_max --> lactate_max_missing --> vaso_given --> heart_rate_max,blood_pressure_min_missing --> FiO2_max --> lactate_max_missing --> vaso_given,5,0,0,0,0,1,0,0,0,1
aki_24h_onset_stage_y --> heart_rate_max,aki_24h_onset_stage_y,heart_rate_max,aki_24h_onset_stage_y --> blood_pressure_min_missing --> FiO2_max --> lactate_max_missing --> vaso_given --> lactate_max --> heart_rate_max,blood_pressure_min_missing --> FiO2_max --> lactate_max_missing --> vaso_given --> lactate_max,6,0,0,0,0,1,0,0,0,1
aki_24h_onset_stage_y --> heart_rate_max,aki_24h_onset_stage_y,heart_rate_max,aki_24h_onset_stage_y --> blood_pressure_min_missing --> FiO2_max --> lactate_max_missing --> vaso_given --> lactate_max --> spO2_min --> heart_rate_max,blood_pressure_min_missing --> FiO2_max --> lactate_max_missing --> vaso_given --> lactate_max --> spO2_min,7,0,0,0,0,1,0,0,0,1
aki_24h_onset_stage_y --> heart_rate_max,aki_24h_onset_stage_y,heart_rate_max,aki_24h_onset_stage_y --> inr_max --> bilirubin_max --> lactate_max --> heart_rate_max,inr_max --> bilirubin_max --> lactate_max,4,0,0,0,0,1,0,0,0,1
aki_24h_onset_stage_y --> heart_rate_max,aki_24h_onset_stage_y,heart_rate_max,aki_24h_onset_stage_y --> inr_max --> bilirubin_max --> lactate_max --> spO2_min --> heart_rate_max,inr_max --> bilirubin_max --> lactate_max --> spO2_min,5,0,0,0,0,1,0,0,0,1
aki_24h_onset_stage_y --> heart_rate_max,aki_24h_onset_stage_y,heart_rate_max,aki_24h_onset_stage_y --> inr_max --> blood_pressure_min --> vaso_given --> FiO2_max --> lactate_max_missing --> blood_pressure_min_missing --> heart_rate_max,inr_max --> blood_pressure_min --> vaso_given --> FiO2_max --> lactate_max_missing --> blood_pressure_min_missing,7,0,0,0,0,1,0,0,0,1
aki_24h_onset_stage_y --> heart_rate_max,aki_24h_onset_stage_y,heart_rate_max,aki_24h_onset_stage_y --> inr_max --> blood_pressure_min --> vaso_given --> FiO2_max --> lactate_max_missing --> blood_pressure_min_missing --> spO2_min --> heart_rate_max,inr_max --> blood_pressure_min --> vaso_given --> FiO2_max --> lactate_max_missing --> blood_pressure_min_missing --> spO2_min,8,0,0,0,0,1,0,0,0,1
aki_24h_onset_stage_y --> heart_rate_max,aki_24h_onset_stage_y,heart_rate_max,aki_24h_onset_stage_y --> inr_max --> blood_pressure_min --> vaso_given --> lactate_max --> heart_rate_max,inr_max --> blood_pressure_min --> vaso_given --> lactate_max,5,0,0,0,0,1,0,0,0,1
aki_24h_onset_stage_y --> heart_rate_max,aki_24h_onset_stage_y,heart_rate_max,aki_24h_onset_stage_y --> inr_max --> blood_pressure_min --> vaso_given --> lactate_max --> spO2_min --> heart_rate_max,inr_max --> blood_pressure_min --> vaso_given --> lactate_max --> spO2_min,6,0,0,0,0,1,0,0,0,1
aki_24h_onset_stage_y --> heart_rate_max,aki_24h_onset_stage_y,heart_rate_max,aki_24h_onset_stage_y --> inr_max --> lactate_max --> heart_rate_max,inr_max --> lactate_max,3,0,0,0,0,1,0,0,0,1
aki_24h_onset_stage_y --> heart_rate_max,aki_24h_onset_stage_y,heart_rate_max,aki_24h_onset_stage_y --> inr_max --> lactate_max --> spO2_min --> heart_rate_max,inr_max --> lactate_max --> spO2_min,4,0,0,0,0,1,0,0,0,1
aki_24h_onset_stage_y --> heart_rate_max,aki_24h_onset_stage_y,heart_rate_max,aki_24h_onset_stage_y --> lactate_max --> heart_rate_max,lactate_max,2,0,0,0,0,1,0,0,0,1
aki_24h_onset_stage_y --> heart_rate_max,aki_24h_onset_stage_y,heart_rate_max,aki_24h_onset_stage_y --> lactate_max --> spO2_min --> heart_rate_max,lactate_max --> spO2_min,3,0,0,0,0,1,0,0,0,1
aki_24h_onset_stage_y --> heart_rate_max,aki_24h_onset_stage_y,heart_rate_max,aki_24h_onset_stage_y --> vaso_given --> FiO2_max --> spO2_min --> heart_rate_max,vaso_given --> FiO2_max --> spO2_min,4,0,0,0,0,0,1,0,0,1
aki_24h_onset_stage_y --> heart_rate_max,aki_24h_onset_stage_y,heart_rate_max,aki_24h_onset_stage_y --> vaso_given --> heart_rate_max,vaso_given,2,0,0,0,0,0,1,0,0,1
aki_24h_onset_stage_y --> hospital_expire_flag,aki_24h_onset_stage_y,hospital_expire_flag,aki_24h_onset_stage_y --> mechvent_post24h --> hospital_expire_flag,mechvent_post24h,2,1,1,1,1,1,1,1,1,8
aki_24h_onset_stage_y --> hospital_expire_flag,aki_24h_onset_stage_y,hospital_expire_flag,aki_24h_onset_stage_y --> bilirubin_max --> hospital_expire_flag,bilirubin_max,2,0,0,0,0,1,1,1,1,4
aki_24h_onset_stage_y --> hospital_expire_flag,aki_24h_onset_stage_y,hospital_expire_flag,aki_24h_onset_stage_y --> inr_max --> spO2_min --> hospital_expire_flag,inr_max --> spO2_min,3,0,0,0,0,1,1,1,1,4
aki_24h_onset_stage_y --> hospital_expire_flag,aki_24h_onset_stage_y,hospital_expire_flag,aki_24h_onset_stage_y --> aki_post24h_stage --> hospital_expire_flag,aki_post24h_stage,2,0,0,1,1,0,0,1,0,3
aki_24h_onset_stage_y --> hospital_expire_flag,aki_24h_onset_stage_y,hospital_expire_flag,aki_24h_onset_stage_y --> aki_post24h_stage --> mechvent_post24h --> hospital_expire_flag,aki_post24h_stage --> mechvent_post24h,3,0,0,0,0,1,1,0,1,3
aki_24h_onset_stage_y --> hospital_expire_flag,aki_24h_onset_stage_y,hospital_expire_flag,aki_24h_onset_stage_y --> inr_max --> bilirubin_max --> hospital_expire_flag,inr_max --> bilirubin_max,3,0,0,0,0,1,0,1,1,3
aki_24h_onset_stage_y --> hospital_expire_flag,aki_24h_onset_stage_y,hospital_expire_flag,aki_24h_onset_stage_y --> inr_max --> hospital_expire_flag,inr_max,2,0,0,0,0,0,1,1,1,3
aki_24h_onset_stage_y --> hospital_expire_flag,aki_24h_onset_stage_y,hospital_expire_flag,aki_24h_onset_stage_y --> vaso_given --> hospital_expire_flag,vaso_given,2,0,0,0,0,0,1,1,1,3
aki_24h_onset_stage_y --> hospital_expire_flag,aki_24h_onset_stage_y,hospital_expire_flag,aki_24h_onset_stage_y --> blood_pressure_min --> hospital_expire_flag,blood_pressure_min,2,0,0,0,0,1,1,0,0,2
aki_24h_onset_stage_y --> hospital_expire_flag,aki_24h_onset_stage_y,hospital_expire_flag,aki_24h_onset_stage_y --> blood_pressure_min --> spO2_min --> heart_rate_max --> hospital_expire_flag,blood_pressure_min --> spO2_min --> heart_rate_max,4,0,0,0,0,1,1,0,0,2
aki_24h_onset_stage_y --> hospital_expire_flag,aki_24h_onset_stage_y,hospital_expire_flag,aki_24h_onset_stage_y --> blood_pressure_min --> spO2_min --> hospital_expire_flag,blood_pressure_min --> spO2_min,3,0,0,0,0,1,1,0,0,2
aki_24h_onset_stage_y --> hospital_expire_flag,aki_24h_onset_stage_y,hospital_expire_flag,aki_24h_onset_stage_y --> blood_pressure_min --> vaso_given --> FiO2_max --> spO2_min --> heart_rate_max --> hospital_expire_flag,blood_pressure_min --> vaso_given --> FiO2_max --> spO2_min --> heart_rate_max,6,0,0,0,0,1,1,0,0,2
aki_24h_onset_stage_y --> hospital_expire_flag,aki_24h_onset_stage_y,hospital_expire_flag,aki_24h_onset_stage_y --> blood_pressure_min --> vaso_given --> FiO2_max --> spO2_min --> hospital_expire_flag,blood_pressure_min --> vaso_given --> FiO2_max --> spO2_min,5,0,0,0,0,1,1,0,0,2
aki_24h_onset_stage_y --> hospital_expire_flag,aki_24h_onset_stage_y,hospital_expire_flag,aki_24h_onset_stage_y --> blood_pressure_min --> vaso_given --> heart_rate_max --> hospital_expire_flag,blood_pressure_min --> vaso_given --> heart_rate_max,4,0,0,0,0,1,1,0,0,2
aki_24h_onset_stage_y --> hospital_expire_flag,aki_24h_onset_stage_y,hospital_expire_flag,aki_24h_onset_stage_y --> blood_pressure_min --> vaso_given --> hospital_expire_flag,blood_pressure_min --> vaso_given,3,0,0,0,0,1,1,0,0,2
aki_24h_onset_stage_y --> hospital_expire_flag,aki_24h_onset_stage_y,hospital_expire_flag,aki_24h_onset_stage_y --> blood_pressure_min_missing --> FiO2_max --> spO2_min --> heart_rate_max --> hospital_expire_flag,blood_pressure_min_missing --> FiO2_max --> spO2_min --> heart_rate_max,5,0,0,0,0,1,1,0,0,2
aki_24h_onset_stage_y --> hospital_expire_flag,aki_24h_onset_stage_y,hospital_expire_flag,aki_24h_onset_stage_y --> blood_pressure_min_missing --> FiO2_max --> spO2_min --> hospital_expire_flag,blood_pressure_min_missing --> FiO2_max --> spO2_min,4,0,0,0,0,1,1,0,0,2
aki_24h_onset_stage_y --> hospital_expire_flag,aki_24h_onset_stage_y,hospital_expire_flag,aki_24h_onset_stage_y --> blood_pressure_min_missing --> heart_rate_max --> hospital_expire_flag,blood_pressure_min_missing --> heart_rate_max,3,0,0,0,0,1,1,0,0,2
aki_24h_onset_stage_y --> hospital_expire_flag,aki_24h_onset_stage_y,hospital_expire_flag,aki_24h_onset_stage_y --> blood_pressure_min_missing --> mechvent_post24h --> hospital_expire_flag,blood_pressure_min_missing --> mechvent_post24h,3,0,0,0,0,1,1,0,0,2
aki_24h_onset_stage_y --> hospital_expire_flag,aki_24h_onset_stage_y,hospital_expire_flag,aki_24h_onset_stage_y --> blood_pressure_min_missing --> spO2_min --> heart_rate_max --> hospital_expire_flag,blood_pressure_min_missing --> spO2_min --> heart_rate_max,4,0,0,0,0,1,1,0,0,2
aki_24h_onset_stage_y --> hospital_expire_flag,aki_24h_onset_stage_y,hospital_expire_flag,aki_24h_onset_stage_y --> blood_pressure_min_missing --> spO2_min --> hospital_expire_flag,blood_pressure_min_missing --> spO2_min,3,0,0,0,0,1,1,0,0,2
aki_24h_onset_stage_y --> hospital_expire_flag,aki_24h_onset_stage_y,hospital_expire_flag,aki_24h_onset_stage_y --> inr_max --> aki_post24h_stage --> mechvent_post24h --> hospital_expire_flag,inr_max --> aki_post24h_stage --> mechvent_post24h,4,0,0,0,0,1,1,0,0,2
aki_24h_onset_stage_y --> hospital_expire_flag,aki_24h_onset_stage_y,hospital_expire_flag,aki_24h_onset_stage_y --> inr_max --> blood_pressure_min --> hospital_expire_flag,inr_max --> blood_pressure_min,3,0,0,0,0,1,1,0,0,2
aki_24h_onset_stage_y --> hospital_expire_flag,aki_24h_onset_stage_y,hospital_expire_flag,aki_24h_onset_stage_y --> inr_max --> blood_pressure_min --> spO2_min --> heart_rate_max --> hospital_expire_flag,inr_max --> blood_pressure_min --> spO2_min --> heart_rate_max,5,0,0,0,0,1,1,0,0,2
aki_24h_onset_stage_y --> hospital_expire_flag,aki_24h_onset_stage_y,hospital_expire_flag,aki_24h_onset_stage_y --> inr_max --> blood_pressure_min --> spO2_min --> hospital_expire_flag,inr_max --> blood_pressure_min --> spO2_min,4,0,0,0,0,1,1,0,0,2
aki_24h_onset_stage_y --> hospital_expire_flag,aki_24h_onset_stage_y,hospital_expire_flag,aki_24h_onset_stage_y --> inr_max --> blood_pressure_min --> vaso_given --> FiO2_max --> spO2_min --> heart_rate_max --> hospital_expire_flag,inr_max --> blood_pressure_min --> vaso_given --> FiO2_max --> spO2_min --> heart_rate_max,7,0,0,0,0,1,1,0,0,2
aki_24h_onset_stage_y --> hospital_expire_flag,aki_24h_onset_stage_y,hospital_expire_flag,aki_24h_onset_stage_y --> inr_max --> blood_pressure_min --> vaso_given --> FiO2_max --> spO2_min --> hospital_expire_flag,inr_max --> blood_pressure_min --> vaso_given --> FiO2_max --> spO2_min,6,0,0,0,0,1,1,0,0,2
aki_24h_onset_stage_y --> hospital_expire_flag,aki_24h_onset_stage_y,hospital_expire_flag,aki_24h_onset_stage_y --> inr_max --> blood_pressure_min --> vaso_given --> heart_rate_max --> hospital_expire_flag,inr_max --> blood_pressure_min --> vaso_given --> heart_rate_max,5,0,0,0,0,1,1,0,0,2
aki_24h_onset_stage_y --> hospital_expire_flag,aki_24h_onset_stage_y,hospital_expire_flag,aki_24h_onset_stage_y --> inr_max --> blood_pressure_min --> vaso_given --> hospital_expire_flag,inr_max --> blood_pressure_min --> vaso_given,4,0,0,0,0,1,1,0,0,2
aki_24h_onset_stage_y --> hospital_expire_flag,aki_24h_onset_stage_y,hospital_expire_flag,aki_24h_onset_stage_y --> inr_max --> spO2_min --> heart_rate_max --> hospital_expire_flag,inr_max --> spO2_min --> heart_rate_max,4,0,0,0,0,1,1,0,0,2
aki_24h_onset_stage_y --> hospital_expire_flag,aki_24h_onset_stage_y,hospital_expire_flag,aki_24h_onset_stage_y --> inr_max --> spO2_min --> vaso_given --> hospital_expire_flag,inr_max --> spO2_min --> vaso_given,4,0,0,0,0,0,0,1,1,2
aki_24h_onset_stage_y --> hospital_expire_flag,aki_24h_onset_stage_y,hospital_expire_flag,aki_24h_onset_stage_y --> mechvent_post24h --> aki_post24h_stage --> hospital_expire_flag,mechvent_post24h --> aki_post24h_stage,3,0,0,0,1,0,0,1,0,2
aki_24h_onset_stage_y --> hospital_expire_flag,aki_24h_onset_stage_y,hospital_expire_flag,aki_24h_onset_stage_y --> spO2_min --> hospital_expire_flag,spO2_min,2,0,0,0,0,0,0,1,1,2
aki_24h_onset_stage_y --> hospital_expire_flag,aki_24h_onset_stage_y,hospital_expire_flag,aki_24h_onset_stage_y --> spO2_min --> vaso_given --> hospital_expire_flag,spO2_min --> vaso_given,3,0,0,0,0,0,0,1,1,2
aki_24h_onset_stage_y --> hospital_expire_flag,aki_24h_onset_stage_y,hospital_expire_flag,aki_24h_onset_stage_y --> vaso_given --> FiO2_max --> spO2_min --> hospital_expire_flag,vaso_given --> FiO2_max --> spO2_min,4,0,0,0,0,0,1,0,1,2
aki_24h_onset_stage_y --> hospital_expire_flag,aki_24h_onset_stage_y,hospital_expire_flag,aki_24h_onset_stage_y --> FiO2_max --> spO2_min --> hospital_expire_flag,FiO2_max --> spO2_min,3,0,0,0,0,0,0,1,0,1
aki_24h_onset_stage_y --> hospital_expire_flag,aki_24h_onset_stage_y,hospital_expire_flag,aki_24h_onset_stage_y --> FiO2_max --> spO2_min --> vaso_given --> hospital_expire_flag,FiO2_max --> spO2_min --> vaso_given,4,0,0,0,0,0,0,1,0,1
aki_24h_onset_stage_y --> hospital_expire_flag,aki_24h_onset_stage_y,hospital_expire_flag,aki_24h_onset_stage_y --> FiO2_max --> vaso_given --> hospital_expire_flag,FiO2_max --> vaso_given,3,0,0,0,0,0,0,1,0,1
aki_24h_onset_stage_y --> hospital_expire_flag,aki_24h_onset_stage_y,hospital_expire_flag,aki_24h_onset_stage_y --> bilirubin_max --> aki_post24h_stage --> hospital_expire_flag,bilirubin_max --> aki_post24h_stage,3,0,0,0,0,0,0,1,0,1
aki_24h_onset_stage_y --> hospital_expire_flag,aki_24h_onset_stage_y,hospital_expire_flag,aki_24h_onset_stage_y --> bilirubin_max --> inr_max --> aki_post24h_stage --> mechvent_post24h --> hospital_expire_flag,bilirubin_max --> inr_max --> aki_post24h_stage --> mechvent_post24h,5,0,0,0,0,0,1,0,0,1
aki_24h_onset_stage_y --> hospital_expire_flag,aki_24h_onset_stage_y,hospital_expire_flag,aki_24h_onset_stage_y --> bilirubin_max --> inr_max --> blood_pressure_min --> hospital_expire_flag,bilirubin_max --> inr_max --> blood_pressure_min,4,0,0,0,0,0,1,0,0,1
aki_24h_onset_stage_y --> hospital_expire_flag,aki_24h_onset_stage_y,hospital_expire_flag,aki_24h_onset_stage_y --> bilirubin_max --> inr_max --> blood_pressure_min --> spO2_min --> heart_rate_max --> hospital_expire_flag,bilirubin_max --> inr_max --> blood_pressure_min --> spO2_min --> heart_rate_max,6,0,0,0,0,0,1,0,0,1
aki_24h_onset_stage_y --> hospital_expire_flag,aki_24h_onset_stage_y,hospital_expire_flag,aki_24h_onset_stage_y --> bilirubin_max --> inr_max --> blood_pressure_min --> spO2_min --> hospital_expire_flag,bilirubin_max --> inr_max --> blood_pressure_min --> spO2_min,5,0,0,0,0,0,1,0,0,1
aki_24h_onset_stage_y --> hospital_expire_flag,aki_24h_onset_stage_y,hospital_expire_flag,aki_24h_onset_stage_y --> bilirubin_max --> inr_max --> blood_pressure_min --> vaso_given --> FiO2_max --> spO2_min --> heart_rate_max --> hospital_expire_flag,bilirubin_max --> inr_max --> blood_pressure_min --> vaso_given --> FiO2_max --> spO2_min --> heart_rate_max,8,0,0,0,0,0,1,0,0,1
aki_24h_onset_stage_y --> hospital_expire_flag,aki_24h_onset_stage_y,hospital_expire_flag,aki_24h_onset_stage_y --> bilirubin_max --> inr_max --> blood_pressure_min --> vaso_given --> FiO2_max --> spO2_min --> hospital_expire_flag,bilirubin_max --> inr_max --> blood_pressure_min --> vaso_given --> FiO2_max --> spO2_min,7,0,0,0,0,0,1,0,0,1
aki_24h_onset_stage_y --> hospital_expire_flag,aki_24h_onset_stage_y,hospital_expire_flag,aki_24h_onset_stage_y --> bilirubin_max --> inr_max --> blood_pressure_min --> vaso_given --> heart_rate_max --> hospital_expire_flag,bilirubin_max --> inr_max --> blood_pressure_min --> vaso_given --> heart_rate_max,6,0,0,0,0,0,1,0,0,1
aki_24h_onset_stage_y --> hospital_expire_flag,aki_24h_onset_stage_y,hospital_expire_flag,aki_24h_onset_stage_y --> bilirubin_max --> inr_max --> blood_pressure_min --> vaso_given --> hospital_expire_flag,bilirubin_max --> inr_max --> blood_pressure_min --> vaso_given,5,0,0,0,0,0,1,0,0,1
aki_24h_onset_stage_y --> hospital_expire_flag,aki_24h_onset_stage_y,hospital_expire_flag,aki_24h_onset_stage_y --> bilirubin_max --> inr_max --> hospital_expire_flag,bilirubin_max --> inr_max,3,0,0,0,0,0,1,0,0,1
aki_24h_onset_stage_y --> hospital_expire_flag,aki_24h_onset_stage_y,hospital_expire_flag,aki_24h_onset_stage_y --> bilirubin_max --> inr_max --> spO2_min --> heart_rate_max --> hospital_expire_flag,bilirubin_max --> inr_max --> spO2_min --> heart_rate_max,5,0,0,0,0,0,1,0,0,1
